"places";"postcode"
"Alt Meteln,Böken,Drispeth,Klein Trebbow,Lübstorf,Moltenow,Pingelshagen,Rugensee,Seehof,Zickhusen";"19069"
"Alt Mölln,Bälau,Borstorf,Breitenfelde,Koberg,Lankau,Niendorf";"23881"
"Alt Necheln,Blankenberg,Brüel,Friedrichswalde,Golchen,Gustävel,Häven,Holdorf,Holzendorf,Jülchendorf,Kaarz,Keez,Klein Jarchow,Kuhlen,Langen Jarchow,Müsselmow,Neu Necheln,Nutteln,Penzin,Schönlage,Sülten,Tempzin,Tessin,Thurow,Weberin,Weitendorf,Wendorf,Wipersdorf,Zahrensdorf,Zaschendorf";"19412"
"Alt Poorstorf,Bäbelin,Babst,Charlottenfelde,Fahren,Glasin,Goldberg,Groß Tessin,Höltingsdorf,Kahlenberg,Klein Warin,Klein Warin Lager,Krassow,Langenstück,Lübberstorf,Lüdersdorf,Nakenstorf,Neu Babst,Neu Poorstorf,Neuhof,Neukloster,Neumühle,Nevern,Passee,Perniek,Pinnowhof,Poischendorf,Poischendorf Molkerei,Ravensruh,Reinstorf,Rügkamp,Schmakentin,Sellin,Strameuß,Teplitz,Tollow,Tüzen,Wakendorf,Warnkenhagen,Zurow,Züsow,Zweihausen";"23992"
"Alt Rehse,Groß Vielen,Klein Lukow,Krukow,Lapitz,Mallin,Mollenstorf,Penzlin,Puchow";"17217"
"Alt Ruppin,Krangen,Molchow,Zermützel,Zippelsförde";"16827"
"Alt Schönau,Groß Dratow,Groß Gievitz,Groß Plasten,Kargow,Klink,Lansen,Levenstorf,Neu Schloen,Schloen,Schwarzenhof b Groß Gievitz,Torgelow,Varchentin,Waren";"17192"
"Alt Schwerin,Nossentiner Hütte,Silz";"17214"
"Alt Stahnsdorf,Bugk,Dickdamm,Görsdorf,Groß Eichholz,Groß Schauen,Kehrigk,Kummersdorf,Philadelphia,Rieplos,Schwerin,Selchow,Storkow,Wochowsee";"15859"
"Alt Tellin,Bentzin,Daberkow,Kruckow,Plötz,Schmarsow,Tutow,Völschow";"17129"
"Alt Tucheband,Bleyen,Buschdorf,Friedrichsaue,Genschmar,Golzow,Gorgast,Hathenow,Küstrin-Kietz,Manschnow,Rathstock,Reitwein,Zechin";"15328"
"Alt Zachun,Bandenitz,Belsch,Bobzin,Bresegard,Gammelin,Goldenitz,Gramnitz,Granzin,Groß Krams,Grünhof,Hagenow,Hagenow Heide,Hoort,Hülseburg,Jasnitz,Kirch Jesar,Kuhstorf,Moraas,Neu Zachun,Neuenrode,Pätow,Picher,Pritzier,Redefin,Ruhethal,Scharbow,Schwaberow,Schwechow,Setzin,Steegen,Strohkirchen,Sudenhof,Toddin,Viez,Warlitz,Zapel";"19230"
"Alt Zauche,Biebersdorf,Briesensee,Butzen,Byhleguhre,Byhlen,Caminchen,Dollgen,Glietz,Goyatz,Groß Leine,Groß Leuthen,Guhlen,Jessern,Klein Leine,Krugau,Laasow,Lamsfeld-Groß Liebitz,Leibchel,Mochow,Neu Zauche,Ressen,Sacrow,Siegadel,Straupitz,Waldow-Sacrow,Wußwerk,Zaue";"15913"
"Altbach";"73776,73776"
"Altbarnim,Altfriedland,Jahnsfelde,Neuhardenberg,Neutrebbin,Quappendorf,Trebnitz,Wulkow";"15320"
"Altbrand,Germersheim,Vorwerk Friedrich";"76726"
"Altbrandsleben,Ampfurth,Großalsleben,Hordorf,Hornhausen,Krottorf,Neindorf,Neuwegersleben,Oschersleben,Schermcke,Wulferstedt";"39387"
"Altdöbern,Buchwäldchen,Casel,Muckwar,Ranzow,Reddern,Schöllnitz";"03229"
"Altdorf,Böbingen,Freimersheim,Venningen";"67482"
"Altdorf";"71155,72655,90518,67482"
"Altdorf,Landshut,Linden";"84032"
"Altefähr,Dreschvitz,Rambin,Samtens";"18573"
"Alteglofsheim";"93087,93087"
"Altena";"58762,58762"
"Altenahr,Berg,Kalenborn,Kirchsahr";"53505"
"Altenau,Fichtenberg,Kosilenzien,Langenrieth,Möglenz,Mühlberg,Neuburxdorf";"04931"
"Altenau,Schulenberg";"38707"
"Altenbach,Bach,Bennewitz,Deuben,Grubnitz,Nepperwitz,Pausitz,Püchau,Rothersdorf,Schmölen";"04828"
"Altenbamberg,Duchroth,Hochstätten,Niederhausen,Norheim,Oberhausen";"55585"
"Altenbeken";"33184,33184"
"Altenberg";"01773,01773"
"Altenberga,Bibra,Eichenberg,Freienorla,Großeutersdorf,Gumperda,Hummelshain,Kahla,Kleineutersdorf,Lindig,Orlamünde,Reinstädt,Schöps,Seitenroda";"07768"
"Altenberge";"48341,48341"
"Altenbeuthen,Blaues Glück,Dorfilm,Drognitz,Großgeschwenda,Grünau,Hirzbach,Hohenwarte,Kaulsdorf,Landsendorf,Leutenberg,Lichtentanne,Munschwitz,Neidenberga,Neue Mühle,Neuenbeuthen,Reitzengeschwenda,Rosenthal,Schweinbach,Steinsdorf,Wickendorf";"07338"
"Altenbrak,Blankenburg,Cattenstedt,Heimburg,Hüttenrode,Rübeland,Treseburg,Wienrode";"38889"
"Altenbuch";"97901,97901"
"Altenburg";"04600,04600"
"Altendiez";"65624,65624"
"Altendorf,Hinterhermsdorf,Lichtenhain,Mittelndorf,Ottendorf,Saupsdorf,Sebnitz,Zeughaus";"01855"
"Altendorf";"92540,96146,01855"
"Altengesees,Burglemnitz,Eliasbrunn,Gahma,Gleima,Helmsgrün,Kühler Morgen,Lobenstein,Lothra,Neundorf,Oberlemnitz,Rauschengesees,Ruppersdorf,Saaldorf,Thierbach,Thimmendorf,Unterlemnitz,Weisbach";"07356"
"Altenglan,Bedesbach,Sulzbacherhof";"66885"
"Altengottern,Großengottern,Heroldishausen";"99991"
"Altenhagen,Breesen,Groß Teetzleben,Knorrendorf,Kriesow,Mölln,Pripsleben,Röckwitz,Rosenow,Tützpatz,Wildberg,Wolde,Wrodow";"17091"
"Altenhof,Eichhorst,Finowfurt,Üdersee b Werbellin,Werbellin";"16244"
"Altenhof,Below,Buchholz,Bütow,Fincken,Grabow,Jaebetz,Kieve,Leizen,Massow,Melz,Minzow,Priborn,Rogeez,Satow,Sietow,Stuer,Vipperow,Walow,Wildkuhl,Wredenhagen,Zepkow,Zislow";"17209"
"Altenhof,Eckernförde,Gammelby,Goosefeld,Louisenberg,Windeby";"24340"
"Altenhof,Altscheid,Baustert,Bickendorf,Biersdorf am See,Brecht,Dahlem,Dockendorf,Echtershausen,Ehlenz,Eßlingen,Feilsdorf,Fließem,Hamm,Heilenbach,Hütterscheid,Hüttingen,Idenheim,Idesheim,Ingendorf,Ließem,Meckel,Meilbrück,Merkeshausen,Messerich,Mülbach,Nattenheim,Neumühle,Niederweiler,Oberweiler,Oberweis,Rittermühle,Rittersdorf,Röhl,Scharfbillig,Schleid,Seffern,Sefferweich,Sülm,Trimport,Weidingen,Wiersdorf,Wißmannsdorf,Wolsfeld";"54636"
"Altenhof,Etteldorf,Friedbüsch,Kyllburg,Kyllburgweiler,Malberg,Malbergweich,Orsfeld,Sankt Thomas,Seinsfeld,Steinborn,Usch,Wilsecker,Zendscheid";"54655"
"Altenhof,Enkenbach-Alsenborn,Schorlenberg";"67677"
"Altenholz,Altenholz,Levensau,Rathmannsdorf, Gut,Rathmannsdorf, Hof,Rathmannsdorferschleuse";"24161"
"Altenkirchen,Breege,Dranske,Putgarten,Wiek";"18556"
"Altenkirchen,Dittweiler,Frohnhofen,Gries,Lindenhof,Ohmbach,Reismühle";"66903"
"Altenkrempe,Neustadt,Schashagen,Sierksdorf";"23730"
"Altenkunstadt";"96264,96264"
"Altenmarkt";"83352,83352"
"Altenmedingen";"29575,29575"
"Altenmoor,Bokholt-Hanredder,Elmshorn,Neuendorf,Raa-Besenbek";"25335"
"Altenmünster";"86450,86450"
"Altenpleen,Groß Mohrdorf,Klausdorf,Kramerhof,Preetz,Prohn";"18445"
"Altenriet";"72657,72657"
"Altenroda,Bucha,Memleben,Nebra,Reinsdorf,Wangen,Wohlmirstedt,Zuckerfabrik Vitzenburg";"06642"
"Altenstadt";"63674,86972,89281,63674,86972,89281"
"Altenstadt,Kirchendemenreuth";"92665"
"Altensteig";"72213,72213"
"Altenthann";"93177,93177"
"Altentreptow";"17087,17087"
"Altenweddingen,Bahrendorf,Dodendorf,Langenweddingen,Osterweddingen,Schwaneberg,Sülldorf";"39171"
"Altenzaun,Arneburg,Baben,Beelitz,Bertkow,Eichstedt,Goldbeck,Hassel,Hindenburg,Hohenberg-Krusemark,Jarchau,Lindtorf,Sanne,Schwarzholz,Staffelde";"39596"
"Alterkülz,Bell,Braunshorn,Bubach,Dudenroth,Hasselbach,Hollnich,Hundheim,Kastellaun,Korweiler,Krastel,Lahr,Laubach,Michelbach,Roth,Rothenbergerhof,Spesenroth,Steffenshof,Völkenroth,Wohnroth,Zilshausen";"56288"
"Altersbach,Bermbach,Oberschönau,Rotterode,Springstille,Steinbach-Hallenberg,Unterschönau";"98587"
"Altertheim";"97237,97237"
"Altes Forsthaus,Bad Ems,Buchenberg,Grenzloch,Heinrichshof,Lindenbach,Schleuse Dausenau,Schleuse Ems";"56130"
"Altes Lager,Bardenitz,Bärwalde,Blönsdorf,Bochow,Borgisdorf,Buckow,Dalichow,Danna,Dennewitz,Dietersdorf,Eckmannsdorf,Feldheim,Fröhden,Gölsdorf,Gräfendorf,Grüna,Heinsdorf,Herbersdorf,Höfgen,Hohenahlsdorf,Hohengörsdorf,Hohenseefeld,Ihlow,Illmersdorf,Jüterbog,Kaltenborn,Kloster Zinna,Körbitz,Kossin,Kurzlipsdorf,Langenlipsdorf,Lichterfelde,Liepe,Ließen,Lindow,Lobbese,Lüdendorf,Malterhausen,Markendorf,Marzahna,Meinsdorf,Mellnsdorf,Merzdorf,Neuheim,Neuhof b Zinna,Niebendorf,Niedergörsdorf,Nonnendorf,Oehna,Pechüle,Petkus,Pflügkuff,Reinsdorf,Riesdorf,Rinow,Rohrbeck,Schlenzer,Schmögelsdorf,Schönefeld,Schwabeck,Seehausen,Sernow,Wahlsdorf,Waltersdorf,Weidmannsruh,Weißen,Welsickendorf,Werbig,Werder,Wergzahna,Wiepersdorf,Wölmsdorf,Zellendorf,Zeuden";"14913"
"Altfraunhofen";"84169,84169"
"Alt-Galow,Altkünkendorf,Angermünde,Biesenbrow,Bruchhagen,Crussow,Felchow,Frauenhagen,Galow,Gellmersdorf,Görlsdorf,Greiffenberg,Grünow,Günterberg,Herzsprung,Kerkow,Landin,Mürow,Neukünkendorf,Pinnow,Polßen,Schmargendorf,Schmiedeberg,Schöneberg,Schönermark,Steinhöfel,Stolpe,Welsow,Wilmersdorf,Wolletz";"16278"
"Althegnenberg";"82278,82278"
"Altheim,Emeringen,Riedlingen";"88499"
"Altheim";"89174,89605,88499"
"Altheimersberg,Pappenheim";"91788"
"Althengstett";"75382,75382"
"Althornbach,Battweiler,Dietrichingen,Großsteinhausen,Kleinsteinhausen,Riedelberg,Schmitshausen,Stockbornerhof,Walshausen,Winterbach";"66484"
"Althütte";"71566,71566"
"Althüttendorf,Friedrichswalde,Groß-Ziethen,Joachimsthal,Klein Ziethen,Neugrimnitz,Parlow-Glambeck,Wucker";"16247"
"Altjeßnitz,Jeßnitz";"06800"
"Altkalen,Behren-Lübchin,Boddin,Finkenthal,Gnoien,Groß Nieköhr,Kleverhof,Lühburg,Walkendorf,Wasdow";"17179"
"Altkirchen,Dobitschen,Drogen,Göllnitz,Heukewalde,Heyersdorf,Jonaswalde,Löbichau,Lumpzig,Mehna,Nöbdenitz,Posterstein,Schmölln,Thonhausen,Vollmershain,Wildenbörten";"04626"
"Altlandsberg,Buchholz,Eggersdorf,Garzau,Garzin,Gielsdorf,Hohenstein,Hoppegarten b Müncheberg,Kagel,Kienbaum,Klosterdorf,Lichtenow,Möllensee,Prädikow,Prötzel,Rehfelde,Reichenow-Möglin,Ruhlsdorf,Werder,Wesendahl,Zinndorf";"15345"
"Altlay,Altstrimmig,Belg,Forst,Grenderich,Haserich,Liesenich,Mittelstrimmig,Neef,Peterswald-Löffelscheid,Rödelhausen,Sankt Aldegund,Sosberg,Tellig,Würrich";"56858"
"Altleiningen,Maihof,Nikolaushof,Süßenhof";"67317"
"Altlüdersdorf,Badingen,Barsdorf,Baumgarten,Bergsdorf,Blumenow,Bredereiche,Burgwall,Dannenwalde,Dollgow,Falkenthal,Glambeck,Gramzow,Gransee,Grieben,Großmutz,Großwoltersdorf,Grüneberg,Gutengermendorf,Häsen,Kappe,Keller,Klein-Mutz,Kraatz-Buberow,Krewelin,Löwenberg,Marienthal,Menz,Meseberg,Mildenberg,Neuglobsow,Neulögow,Neulöwenberg,Pian,Ribbeck,Rönnebeck,Schönermark,Schulzendorf,Seilershof,Sonnenberg,Tornow,Wolfsruh,Zabelsdorf,Zernikow";"16775"
"Altlußheim";"68804,68804"
"Altmachern,Erden,Klosterberg,Lösnich,Machern,Zeltingen-Rachtig";"54492"
"Altmannstein";"93336,93336"
"Altmersleben,Badel,Berkau,Brunau,Büste,Güssefeld,Jeetze,Kahrstedt,Kakerbeck,Kalbe,Kremkau,Meßdorf,Neuendorf am Damm,Packebusch,Vienau,Wernstedt,Winkelstedt,Zethlingen";"39624"
"Altmittweida,Kriebstein,Mittweida";"09648"
"Altomünster";"85250,85250"
"Altona,Bresegard,Dadow,Eldena,Göhren,Gorlosen,Görnitz,Grebs,Güritz Försterei,Karenz,Karstädt,Krinitz,Liepe,Malk,Malliß,Neu Göhren,Neu Kaliß,Niendorf,Strassen,Stuck";"19294"
"Altottenhain,Bruchheim,Frankenhain,Geithain,Kolka,Niederpickenhain,Ossa,Ottenhain,Tautenhain,Wenigossa";"04643"
"Altötting,Holzhauser Eck";"84503"
"Altrich,Arenrath,Bergweiler,Binsfeld,Bruch,Dodenburg,Dreis,Esch,Gladbach,Heckenmünster,Heidweiler,Hupperath,Kaisermühle,Kesten,Minderlittgen,Minheim,Niersbach,Osann-Monzel,Platten,Plein,Rivenich,Sehlem";"54518"
"Altrip";"67122,67122"
"Alt-Schadow,Dürrenhofe,Freiwalde,Gröditsch,Groß Wasserburg,Hohenbrück-Neu Schadow,Krausnick,Kuschkow,Leibsch,Neu Lübbenau,Neuendorf am See,Niewitz,Pretschen,Rietzneuendorf-Friedrichshof,Schlepzig,Schönwalde,Schuhlen-Wiese,Staakow,Waldow,Wittmannsdorf-Bückchen";"15910"
"Altshausen,Boms,Eichstegen";"88361"
"Alt-Sührkow,Bristow,Bülow,Dahmen,Dalkendorf,Groß Roge,Großen-Luckow,Groß-Wokern,Hohen-Demzin,Neu-Ziddorf,Teterow";"17166"
"Altthymen,Fürstenberg,Himmelpfort,Schönhorn Forsthaus,Steinförde,Zootzen";"16798"
"Altusried";"87452,87452"
"Altweidelbach,Belgweiler,Bergenhausen,Birkenhof,Budenbach,Heidehof,Holzbach,Horn,Klosterkumbd,Mutterschied,Nannhausen,Niederkumbd,Ohlweiler,Oppertshausen,Pleizenhausen,Rayerschied,Riegenroth,Schönborn,Simmern";"55469"
"Altwigshagen,Ferdinandshof,Heinrichsruh,Heinrichswalde,Lübs,Neuendorf A,Rothemühl,Wietstock,Wilhelmsburg";"17379"
"Altwittenbek,Fahrenhorst,Gettorf,Großkönigsförde,Großkönigsförderwohld,Langenhorst,Lindau,Neudorf-Bornstein,Neuwittenbek,Noer,Scharfenholz,Schinkel,Tüttendorf,Waterdiek";"24214"
"Alveslohe";"25486,25486"
"Alzenau";"63755,63755"
"Alzey,Ensheim";"55232"
"Am Jägerberg,Bendestorf";"21227"
"Am Quicken,Elmau,Gerold,Klais,Kranzbach";"82493"
"Am Rainberge,Korbach";"34497"
"Am Römerhof,Am Römerschacht,Wölfersheim";"61200"
"Am Rönndeich,Drochtersen";"21706"
"Am Rüdesheimer Hafen,Rüdesheim am Rhein";"65385"
"Am Sandkopf,Kassel";"34127"
"Am Sandweiher,Artamhof,Landstuhl";"66849"
"Am Springberg,Barbelroth,Birkenhördt,Dierbach,Dörrenbach,Gleiszellen-Gleishorbach,Haftelhof,Kapellen-Drusweiler,Kapsweyer,Kleinsteinfeld,Klingenmünster,Niederhorbach,Niederotterbach,Oberotterbach,Oberschlettenbach,Pleisweiler-Oberhofen,Schweigen-Rechtenbach,Schweighofen,Steinfeld,Vorderweidenthal,Waldhof";"76889"
"Am Tekenberge,Buschhaus,Helmstedt,Kißleberfeld,Südschacht";"38350"
"Amalienfelde,Beetz,Dorotheenhof,Flatow,Groß-Ziethen,Kremmen,Linumhorst,Neu-Vehlefanz,Sommerfeld,Staffelde";"16766"
"Amberg";"86854,92224,86854,92224"
"Amelinghausen,Oldendorf,Rehlingen";"21385"
"Amerang";"83123,83123"
"Amerdingen,Forheim";"86735"
"Amesdorf,Güsten,Rathmannsdorf";"39439"
"Ammeldingen,Bauler,Berkoth,Berscheid,Burscheid,Dauwelshausen,Emmelbaum,Falkenauel,Gaymühle, Gem Bauler,Gaymühle, Gem Berscheid,Gemünd,Heilbach,Herbstmühle,Hütten,Karlshausen,Keppeshausen,Koxhausen,Krautscheid,Leimbach,Machtemesmühle,Muxerath,Nasingen,Neuerburg,Plascheid,Preischeiderley,Rodershausen,Sauerwies,Scheitenkorb,Scheuern,Schwabert,Sevenig,Uppershausen,Waldhof-Falkenstein,Zweifelscheid";"54673"
"Ammeldingen,Biesdorf,Fischbach-Oberraden,Gaymühle, Gem Biesdorf,Gaymühle, Gem Wallendorf,Geichlingen,Gentingen,Hommerdingen,Hüttingen,Körperich,Kruchten,Lahr,Mettendorf,Niedergeckler,Niederraden,Nusbaum,Obergeckler,Roth,Sinspelt,Utscheid,Wallendorf";"54675"
"Ammelstädt,Beutelsdorf,Breitenheerda,Clöswitz,Dorndorf,Engerda,Eschdorf,Geitersdorf,Großkochberg,Haufeld,Heilingen,Heilsberg,Kirchhasel,Kleinkochberg,Milbitz b Teichel,Niederkrossen,Remda,Rödelwitz,Rudolstadt,Schloßkulm,Schmieden,Sundremda,Tännich,Teichel,Teichröda,Teichweiden,Treppendorf,Uhlstädt,Zeutsch";"07407"
"Ammerbuch";"72119,72119"
"Ammern,Dachrieden,Kaisershagen,Mühlhausen,Reiser";"99974"
"Ammerndorf";"90614,90614"
"Ammersbek";"22949,22949"
"Ammerthal";"92260,92260"
"Amöneburg";"35287,35287"
"Amorbach,Sansenhof";"63916"
"Ampfing,Zangberg";"84539"
"Amsdorf,Aseleben,Erdeborn,Lüttchendorf,Röblingen am See,Seeburg,Stedten";"06317"
"Amstetten";"73340,73340"
"Amtsberg,Wilischthal";"09439"
"Amtzell";"88279,88279"
"An der Chaussee,Feddersdeich,Friedrichstadt,Hakenhof,Koldenbüttel,Mildterhof,Peterskoogsdeich,Rantrumdeich,Ziegelhof";"25840"
"An der Rhumequelle,Bilshausen,Bodensee,Gieboldehausen,Krebeck,Obernfeld,Rhumspringe,Rollshausen,Rotenberg, Jagdhaus,Rüdershausen,Wollbrandshausen,Wollershausen";"37434"
"Andechs";"82346,82346"
"Andenhausen,Brunnhartshausen,Diedorf,Empfertshausen,Fischbach,Kaltenlengsfeld,Kaltennordheim,Klings,Neidhartshausen,Zella";"36452"
"Anderbeck,Badersleben,Dardesheim,Dedeleben,Huy-Neinstedt,Pabstorf,Rohrsheim,Vogelsdorf";"38836"
"Anderlingen,Deinstedt,Farven,Sandbostel,Selsingen";"27446"
"Andernach";"56626,56626"
"Andervenne,Beesten,Freren,Messingen,Thuine";"49832"
"Andisleben,Elxleben,Gebesee,Haßleben,Kühnhausen,Kühnhausen,Ringleben,Tiefthal,Tiefthal,Walschleben,Witterda";"99189"
"Angelbachtal";"74918,74918"
"Angelburg";"35719,35719"
"Angelhof I u. II,Speyer";"67346"
"Angelroda,Gossel,Neusiß,Plaue";"99338"
"Anger";"83454,83565"
"Angern,Colbitz,Dahlenwarsleben,Farsleben,Glindenberg,Groß Ammensleben,Gutenswegen,Heinrichsberg,Hermsdorf,Hohenwarsleben,Jersleben,Klein Ammensleben,Loitsche,Meitzendorf,Meseberg,Mose,Rogätz,Samswegen,Wolmirstedt,Zielitz";"39326"
"Angersdorf,Benkendorf b Salzmünde,Bennstedt,Dornstedt,Hohenweiden,Höhnstedt,Holleben,Langenbogen,Quillschina,Schochwitz,Steuden,Teutschenthal,Zappendorf,Zscherben";"06179"
"Anhausen,Meinborn,Rüscheid,Thalhausen";"56584"
"Ankermühle,Bebendorf,Bernterode,Bischhagen,Bodenrode,Döringsdorf,Geisleden,Geismar,Glasehausen,Heilbad Heiligenstadt,Heuthen,Kella,Krombach,Mengelrode,Pfaffschwende,Reinholterode,Schimberg,Sickerode,Siemerode,Steinbach,Streitholz,Volkerode,Westhausen,Wiesenfeld";"37308"
"Ankershagen,Carolinenhof,Groß Flotow,Klockow,Marihn,Möllenhagen";"17219"
"Anklam";"17389,17389"
"Ankum,Eggermühlen,Kettenkamp";"49577"
"Anna Luisenhof,Berendshagen,Clausdorf,Dolglas,Forsthof Satow,Gerdshagen,Gorow,Groß Bölkow,Groß Nienhagen,Hanstorf,Hastorf,Heiligenhagen,Hohen Luckow,Horst,Klein Bölkow,Konow,Lüningshagen,Matersen,Miekenhagen,Püschow,Pustohl,Radegast,Rederank,Reinshagen,Rosenhagen,Satow,Sophienholz,Steinhagen";"18239"
"Annaberg,Bad Dürkheim,Lindemannsruhe,Mundhardterhof";"67098"
"Annaberg-Buchholz,Mildenau";"09456"
"Annaburg,Bethau,Groß Naundorf,Löben,Purzien";"06925"
"Annahütte,Barzig,Drochow,Meuro,Saalhausen,Wormlage";"01994"
"Annarode,Augsdorf,Benndorf,Hübitz,Klostermansfeld,Siebigerode,Siersleben";"06308"
"Anning,Daxberg,Gigling,Hochreit,Mais,Reit,St Georgen,Steineck,Weisbrunn,Weisham";"83368"
"Annweiler,Kaisermühle,Knochenmühle";"76855"
"Anröchte";"59609,59609"
"Ansbach";"91522,91522"
"Antdorf";"82387,82387"
"Antrifttal,Dammeshof,Dammesmühle";"36326"
"Antweiler,Aremberg,Dorsel,Eichenbach,Fuchshofen,Laufenbacherhof,Müsch,Stahlhütte";"53533"
"Anzing,Neufarn,Purfing";"85646"
"Apelern,Rodenberg";"31552"
"Apen";"26689,26689"
"Apenburg,Bandau,Dönitz,Hohenhenningen,Immekath,Jahrstedt,Klötze,Kunrau,Kusey,Neuendorf,Neuferchau,Ristedt,Röwitz,Steimke,Wenze";"38486"
"Apensen";"21641,21641"
"Apfeldorf";"86974,86974"
"Apfelstädt,Ermstedt,Ermstedt,Frienstedt,Frienstedt,Gamstädt,Gottstedt,Gottstedt,Ingersleben,Luisenhof,Luisenhof,Marienthal,Marienthal,Molsdorf,Molsdorf,Neudietendorf,Nottleben,Osterberg,Osterberg";"99192"
"Apfeltrach,Dirlewang";"87742"
"Apolda,Eckolstädt,Flurstedt,Gebstedt,Großromstedt,Hermstedt,Kapellendorf,Kleinromstedt,Kösnitz,Liebstedt,Mattstedt,Münchengosserstädt,Niederreißen,Niederroßla,Nirmsdorf,Oberreißen,Obertrebra,Oßmannstedt,Pfiffelbach,Pfuhlsborn,Stobra,Wickerstedt,Wiegendorf,Willerstedt,Wormstedt";"99510"
"Appel,Appelbeck,Drestedt,Hollenstedt,Wenzendorf";"21279"
"Appeln,Beverstedt,Bokel,Frelsdorf,Heerstedt,Hollen,Kirchwistedt,Lunestedt,Stubben";"27616"
"Appen";"25482,25482"
"Appenheim,Nieder-Hilbersheim,Ober-Hilbersheim,Ockenheim";"55437"
"Appenrode,Ilfeld,Rothesütte";"99768"
"Appensee,Eckarrot,Eulenmühle,Mittelmühle,Riegersheim,Stimpfach";"74597"
"Appenweier";"77767,77767"
"Apperting,Höllthal,Steinrab,Truchtlaching";"83376"
"Arbach,Bereborn,Mannebach,Retterath";"56769"
"Arberg";"91722,91722"
"Arendsee,Kläden,Schrampe,Thielbeer,Ziemendorf";"39619"
"Arensdorf,Cosa,Cösitz,Diebzig,Dohndorf,Dornbock,Drosa,Elsdorf,Glauzig,Gnetsch,Görzig,Großbadegast,Großpaschleben,Kleinpaschleben,Libehna,Löbnitz an der Linde,Merzien,Porst,Prosigk,Radegast,Reupzig,Riesdorf,Schortewitz,Trebbichau,Trinum,Weißandt-Gölzau,Wörbzig,Wulfen,Wülknitz,Zabitz,Zehbitz";"06369"
"Arenshausen,Asbach-Sickenberg,Birkenfelde,Bornhagen,Burgwalde,Dieterode,Dietzenrode/Vatterode,Eichstruth,Freienhagen,Fretterode,Gerbershausen,Hohengandern,Kirchgandern,Lenterode,Lindewerra,Lutter,Mackenrode,Marth,Rohrberg,Röhrig,Rustenfelde,Schachtebich,Schönhagen,Schwobfeld,Steinheuterode,Thalwenden,Uder,Wahlhausen,Wüstheuterode";"37318"
"Arensnest,Glashütte,Jeserig,Jeserigerhütten,Mahlsdorf,Medewitz,Medewitzerhütten,Neuehütten,Reetz,Reetzerhütten,Schlamau,Schmerwitz,Setzsteig,Spring,Wiesenburg";"14827"
"Arenzhain,Brenitz,Buchhain,Doberlug-Kirchhain,Dübrichen,Frankena,Friedersdorf,Hennersdorf,Nexdorf,Prießen,Schilda,Schönborn,Trebbus,Tröbitz,Werenzhain";"03253"
"Aresing";"86561,86561"
"Argenbühl";"88260,88260"
"Argenthal";"55496,55496"
"Arholzen,Deensen,Heinade,Lenne,Stadtoldendorf,Wangelnstedt";"37627"
"Arleting,Frauenhurt,Hölzl,Hörzing,Hurt,Kirchstätt,Niedling,Oderberg,Parzing,Schmieding,Traunwalchen,Walchenberg,Zweckham";"83374"
"Arlewatt,Horstedt,Olderup";"25860"
"Armsheim,Gabsheim,Partenheim,Schornsheim,Spiesheim,Udenheim";"55288"
"Armstedt,Borstel,Brokstedt,Hardebek,Hasenkrug,Sarlhusen,Willenscharen";"24616"
"Armstorf,Hollnseth,Lamstedt";"21769"
"Arnbruck";"93471,93471"
"Arnis,Marienhof";"24399"
"Arnsbach,Döhlen,Laasen,Marktgölitz,Oberloquitz,Probstzella,Reichenbach,Schaderthal,Unterloquitz";"07330"
"Arnsberg";"59755,59757,59759,59821,59823,59755,59757,59759,59821,59823"
"Arnschwang";"93473,93473"
"Arnsdorf,Fischbach,Kleinwolmsdorf,Wallroda";"01477"
"Arnsdorf,Battin,Düßnitz,Gorsdorf-Hemsendorf,Jessen,Kleindröben,Klöden,Leipa,Rade,Ruhlsdorf,Schützberg";"06917"
"Arnsgereuth,Aue a Berg,Bernsdorf,Beulwitz,Crösten,Eyba,Kämmeritze,Kleingeschwenda,Lositz-Jehmichen,Reschwitz,Saalfeld,Volkmannsdorf,Wickersdorf,Wittgendorf,Wittmannsgereuth,Witzendorf,Wöhlsdorf";"07318"
"Arnsgrün,Bernsgrün,Pausa";"07952"
"Arnshöfen,Ettinghausen,Ewighausen,Freilingen,Freirachdorf,Goddert,Hahn,Hartenfels,Helferskirchen,Krümmel,Kuhnhöfen,Leuterod,Maxsain,Niedersayn,Ötzingen,Rückeroth,Schenkelberg,Sessenhausen,Steinen,Vielbach,Weidenhahn,Wölferlingen";"56244"
"Arnstedt,Bräunrode,Endorf,Greifenhagen,Hettstedt,Neuplatendorf,Quenstedt,Ritterode,Saurasen,Sylda,Walbeck,Welbsleben,Welfesholz,Wiederstedt";"06333"
"Arnstein,Bergerhof,Buchholz,Charlottenberg,Dienethal,Dörnberg,Gasteyers Mühle,Geilnau,Holzappel,Hömberg,Horhausen,Hütte, Gem Dörnberg,Laurenburg,Obernhof,Oberwies,Rupbach, Gem Bremberg,Rupbach, Gem Gutenacker,Rupbach, Gem Steinsberg,Salscheid,Scheidt,Singhofen,Steckenbergermühle,Steinsberg,Sulzbach,Weinähr,Winden,Zechenhaus,Zimmerschied";"56379"
"Arnstein";"97450,56379"
"Arnstorf";"94424,94424"
"Arpsdorf,Padenstedt";"24634"
